turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_content,company_link,company_link/_text,company_link/_title,label,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,value,location_value_1,location_value_2,snip_value,snip_value_prices,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,summary_description,ialabel_value,resultlink_content,resultlink_content_numbers,resultlink_links,resultlink_links/_text,resultlink_links/_title,viewall_label,viewall_link,viewall_link/_text,viewall_link/_title,matitem_link,matitem_link/_text,matitem_link/_title,salarysearch_label,salarysearch_link,salarysearch_link/_text,salarysearch_link/_title,mat_value,mattext_link,mattext_link/_text,mattext_link/_title,moreactions_content,moreactions_link,moreactions_link/_text,moreactions_link/_title,"_PAGE_NUMBER"
"http://www.indeed.com/cmp/24-Seven/jobs/Junior-Research-QA-Analyst-14c91dbf4f30f2b7?r=1&fccid=5669b03906512f0a","Junior Research/QA Analyst (Internet Product)","Junior Research/QA Analyst (Internet Product)","24 Seven Inc","http://www.indeed.com/cmp/24-Seven?from=SERP&campaignid=serp-linkcompanyname&fromjk=14c91dbf4f30f2b7&jcid=2b8a7ed8669f0632","24 Seven Inc","","-","http://www.indeed.com/cmp/24-Seven/reviews?jcid=2b8a7ed8669f0632","28 reviews","Seven reviews","28","-","Austin, TX","","$17.99 an hour","17.99","","","","","A fun company in downtown Austin is looking for a JR QA associate for a 5 month temp assignment. The pay rate is $17.99/HR Description: * Work with","Easily apply","18 days ago - save job - email - more...","18","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=24+Seven+Inc&l=Austin,+TX&nc=jasx","24 Seven Inc jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Junior+Research+QA+Analyst&l1=Austin%2C+TX","Junior Research QA Analyst salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/24-Seven?fromjk=14c91dbf4f30f2b7&from=serp-more&campaignid=serp-more&jcid=2b8a7ed8669f0632","24 Seven Inc","","Related forums: 24 Seven","http://www.indeed.com/forum/cmp/24-Seven.html","24 Seven","","2"
"http://www.indeed.com/rc/clk?jk=cfdf736dfabfbd18&fccid=0918a251e6902f97","Quality Staff Engineer","Quality Staff Engineer","Dell","http://www.indeed.com/cmp/Dell?from=SERP&campaignid=serp-linkcompanyname&fromjk=cfdf736dfabfbd18&jcid=0918a251e6902f97","Dell","","-","http://www.indeed.com/cmp/Dell/reviews?jcid=0918a251e6902f97","2,764 reviews","Dell reviews","2764","-","Austin, TX 73301","(St Edwards area)","","","","","","","The Full Stack Developer functions as solutions architect, database developer, data scientist, and web developer....","","15 days ago - save job - email - more...","15","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Dell-l-Austin,-TX-jobs.html","Dell jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Quality+Staff+Engineer&l1=Austin%2C+TX","Quality Staff Engineer salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Dell?fromjk=cfdf736dfabfbd18&from=serp-more&campaignid=serp-more&jcid=0918a251e6902f97","Dell","","Related forums: Dell","http://www.indeed.com/forum/cmp/Dell.html","Dell","","2"
"http://www.indeed.com/cmp/SmarterHQ,-Inc./jobs/Back-End-Developer-6722eac779e69b5c?r=1&fccid=a72669babd9f3649","Back-End Developer","Back-End Developer","SmarterHQ, Inc.","","","","-","","","","","","Austin, TX 78730","","","","","","","","Experience working with data scientists a plus. Experience with data modeling techniques, as well as star schema;...","Easily apply","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Smarterhq,+Inc&l=Austin,+TX&nc=jasx","SmarterHQ, Inc. jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Back+End+Developer&l1=Austin%2C+TX","Back End Developer salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Smarterhq,-Inc.?fromjk=6722eac779e69b5c&from=serp-more&campaignid=serp-more&jcid=444b39714e290bc8","Smarterhq, Inc.","","","","","","2"
"http://www.indeed.com/rc/clk?jk=f21d2118c8e89ece&fccid=9525ad1bff5f5c27","Vice President Commercial and Industrial (C&I) Services","Vice President Commercial and Industrial (C&I) Services","CLEAResult","http://www.indeed.com/cmp/Clearesult?from=SERP&campaignid=serp-linkcompanyname&fromjk=f21d2118c8e89ece&jcid=9525ad1bff5f5c27","CLEAResult","","-","http://www.indeed.com/cmp/Clearesult/reviews?jcid=9525ad1bff5f5c27","27 reviews","Clearesult reviews","27","-","Austin, TX","","","","","","","","Know and evangelize best practices in working with people, data and client results. Develop and implements commercial and industrial service line strategy,...","","16 days ago - save job - email - more...","16","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Clearesult-l-Austin,-TX-jobs.html","CLEAResult jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Vice+President+Commercial+Industrial+Service&l1=Austin%2C+TX","Vice President Commercial Industrial Service salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Clearesult?fromjk=f21d2118c8e89ece&from=serp-more&campaignid=serp-more&jcid=9525ad1bff5f5c27","Clearesult","","Related forums: CLEAResult","http://www.indeed.com/forum/cmp/Clearesult.html","CLEAResult","","2"
"http://www.indeed.com/rc/clk?jk=f8af4a40fb86f4f2&fccid=6fe7fdcb7628cccf","Project Director","Project Director","Hunt Construction Group","http://www.indeed.com/cmp/Hunt-Construction-Group?from=SERP&campaignid=serp-linkcompanyname&fromjk=f8af4a40fb86f4f2&jcid=6fe7fdcb7628cccf","Hunt Construction Group","","-","http://www.indeed.com/cmp/Hunt-Construction-Group/reviews?jcid=6fe7fdcb7628cccf","21 reviews","Hunt Construction Group reviews","21","-","Austin, TX 78701","(Downtown area)","","","","","","","Assist in the collection of cost history data and assembly of cost history reporting. With nearly 100,000 employees â including architects, engineers,...","","ConstructionJobs.com - 6 days ago - save job - email - more...","-6","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Hunt-Construction-Group-l-Austin,-TX-jobs.html","Hunt Construction Group jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Project+Director&l1=Austin%2C+TX","Project Director salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Hunt-Construction-Group?fromjk=f8af4a40fb86f4f2&from=serp-more&campaignid=serp-more&jcid=6fe7fdcb7628cccf","Hunt Construction Group","","Related forums: Hunt Construction Group","http://www.indeed.com/forum/cmp/Hunt-Construction-Group.html","Hunt Construction Group","","2"
"http://www.indeed.com/rc/clk?jk=302e17affbdb149c&fccid=263f498218aeb553","Project Team Lead Needed: Project Scientist, Geologist, or E...","Project Team Lead Needed: Project Scientist, Geologist, or Engineer","Weston Solutions","http://www.indeed.com/cmp/Weston-Solutions?from=SERP&campaignid=serp-linkcompanyname&fromjk=302e17affbdb149c&jcid=263f498218aeb553","Weston Solutions","","-","http://www.indeed.com/cmp/Weston-Solutions/reviews?jcid=263f498218aeb553","17 reviews","Weston Solutions reviews","17","-","Austin, TX","","","","","","","","Project Geologist, Engineer, or Scientist - Project Team Lead. Will be required to lead the development of technical reports that involve complex data...","","13 days ago - save job - email - more...","13","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Weston-Solutions-l-Austin,-TX-jobs.html","Weston Solutions jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Project+Team+Lead&l1=Austin%2C+TX","Project Team Lead salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Weston-Solutions?fromjk=302e17affbdb149c&from=serp-more&campaignid=serp-more&jcid=263f498218aeb553","Weston Solutions","","Related forums: Weston Solutions","http://www.indeed.com/forum/cmp/Weston-Solutions.html","Weston Solutions","","2"
"http://www.indeed.com/rc/clk?jk=30751565a2ed0a0d&fccid=a4ef73f14c8cec6f","Pricing Scientist","Pricing Scientist","Zilliant","","","","-","","","","","","Austin, TX 78704","(South Lamar-South Congress area)","","","","","","","Dealing with large data sets and developing analytic software using SQL and data mining tools preferably Tableau and/or MatLab....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Zilliant-l-Austin,-TX-jobs.html","Zilliant jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Pricing+Scientist&l1=Austin%2C+TX","Pricing Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Zilliant?fromjk=30751565a2ed0a0d&from=serp-more&campaignid=serp-more&jcid=a4ef73f14c8cec6f","Zilliant","","Related forums: Zilliant","http://www.indeed.com/forum/cmp/Zilliant.html","Zilliant","","2"
"http://www.indeed.com/rc/clk?jk=afd0fa9968803aee&fccid=f7282ad3490137c7","Research Engineering/ Scientist Assistant - Laboratory Techn...","Research Engineering/ Scientist Assistant - Laboratory Technician","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=afd0fa9968803aee&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$2,333 a month","2333","","","","","Analyze mass spectrometry data analysis. One or more years of experience as a laboratory assistant, technician or staff scientist....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Research+Engineering&l1=Austin%2C+TX","Research Engineering salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=afd0fa9968803aee&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=f2128fd58e05f3c7&fccid=f7282ad3490137c7","Engineering Scientist - GNSS Analyst","Engineering Scientist - GNSS Analyst","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=f2128fd58e05f3c7&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$6,250 - $10,833 a month","6250; -10833","","","","","Investigate new applications of GPS/GNSS receiver data. Perform processing and detailed analysis of data collected by GPS/GNSS receivers....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Engineering+Scientist&l1=Austin%2C+TX","Engineering Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=f2128fd58e05f3c7&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=fe9e6cc8b8877187&fccid=84b7f81e8cd57cec","Lead Instructor, Principal Data Scientist","Lead Instructor, Principal Data Scientist","HUNTER Technical Resources","http://www.indeed.com/cmp/Hunter-Technical-Resources?from=SERP&campaignid=serp-linkcompanyname&fromjk=fe9e6cc8b8877187&jcid=84b7f81e8cd57cec","HUNTER Technical Resources","","-","http://www.indeed.com/cmp/Hunter-Technical-Resources/reviews?jcid=84b7f81e8cd57cec","5 reviews","Hunter Technical Resources reviews","5","-","Austin, TX","","","","","","","","5+ years as a data scientist. Someone who has teaching experience whether its a formal professor, graduate instructor, someone who taught inside their own...","","7 days ago - save job - email - more...","7","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Hunter-Technical-Resources-l-Austin,-TX-jobs.html","HUNTER Technical Resources jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Lead+Instructor&l1=Austin%2C+TX","Lead Instructor salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Hunter-Technical-Resources?fromjk=fe9e6cc8b8877187&from=serp-more&campaignid=serp-more&jcid=84b7f81e8cd57cec","Hunter Technical Resources","","Related forums: Hunter Technical Resources","http://www.indeed.com/forum/cmp/Hunter-Technical-Resources.html","Hunter Technical Resources","","2"
"http://www.indeed.com/rc/clk?jk=6a4ce17b0b9cd914&fccid=f7282ad3490137c7","Engineering Scientist Associate - R and D Software Developer","Engineering Scientist Associate - R and D Software Developer","University of Texas at Austin","http://www.indeed.com/cmp/University-of-Texas-At-Austin?from=SERP&campaignid=serp-linkcompanyname&fromjk=6a4ce17b0b9cd914&jcid=f7282ad3490137c7","University of Texas at Austin","","-","http://www.indeed.com/cmp/University-of-Texas-At-Austin/reviews?jcid=f7282ad3490137c7","380 reviews","","380","-","Austin, TX","","$5,400 - $6,500 a month","5400; -6500","","","","","Data analysis for space weather remediation. Demonstrated proficiency in software development and knowledge of statistical characterization data sets....","","20 days ago - save job - email - more...","20","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-University-of-Texas-At-Austin-l-Austin,-TX-jobs.html","University of Texas at Austin jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Engineering+Scientist+Associate&l1=Austin%2C+TX","Engineering Scientist Associate salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/University-of-Texas-At-Austin?fromjk=6a4ce17b0b9cd914&from=serp-more&campaignid=serp-more&jcid=f7282ad3490137c7","University of Texas At Austin","","Related forums: University of Texas at Austin","http://www.indeed.com/forum/cmp/University-of-Texas-At-Austin.html","University of Texas at Austin","","2"
"http://www.indeed.com/rc/clk?jk=722022bc5189bb8e&fccid=dcbe8bbc7e71c119","Data Scientist","Data Scientist","Roland & Associates","http://www.indeed.com/cmp/Roland-and-Associates?from=SERP&campaignid=serp-linkcompanyname&fromjk=722022bc5189bb8e&jcid=4ad70600a4c4da9d","Roland & Associates","","-","http://www.indeed.com/cmp/Roland-and-Associates/reviews?jcid=4ad70600a4c4da9d","3 reviews","Roland & Associates reviews","3","-","Austin, TX 78745","(Garrison Park area)","$160,000 a year","160000","","","","","Data Scientist.Job Type :. They are currently seeking a Data Scientist Professional for a role who will be responsible to Model the complex interactions between...","Easily apply","19 days ago - save job - email - more...","19","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Roland-&-Associates-l-Austin,-TX-jobs.html","Roland & Associates jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Data+Scientist&l1=Austin%2C+TX","Data Scientist salaries in Austin, TX","","Related forums:","http://www.indeed.com/forum/cmp/Roland-and-Associates.html","Roland and Associates","","","","","","2"
"http://www.indeed.com/rc/clk?jk=adb2c82beb2b2df3&fccid=d26d47eafa57f1e4","Senior Data Scientist - Machine Learning","Senior Data Scientist - Machine Learning","MaxPoint","","","","-","","","","","","Austin, TX 78759","(Arboretum area)","","","","","","","Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Maxpoint-l-Austin,-TX-jobs.html","MaxPoint jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Senior+Data+Scientist&l1=Austin%2C+TX","Senior Data Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Maxpoint?fromjk=adb2c82beb2b2df3&from=serp-more&campaignid=serp-more&jcid=d26d47eafa57f1e4","Maxpoint","","Related forums: MaxPoint","http://www.indeed.com/forum/cmp/Maxpoint.html","MaxPoint","","2"
"http://www.indeed.com/rc/clk?jk=e1f6929d951e2fbd&fccid=1d28766f4d0bf6ff","Director, Marketing Sciences & Advanced Analytics","Director, Marketing Sciences & Advanced Analytics","Spiceworks","http://www.indeed.com/cmp/Spiceworks?from=SERP&campaignid=serp-linkcompanyname&fromjk=e1f6929d951e2fbd&jcid=1d28766f4d0bf6ff","Spiceworks","","-","http://www.indeed.com/cmp/Spiceworks/reviews?jcid=1d28766f4d0bf6ff","2 reviews","Spiceworks reviews","2","-","Austin, TX","","","","","","","","Analyze Spiceworks’ databases, which will include data extrapolation to weight/map data to known populations like census data, D&B records, etc....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Spiceworks-l-Austin,-TX-jobs.html","Spiceworks jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Director&l1=Austin%2C+TX","Director salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Spiceworks?fromjk=e1f6929d951e2fbd&from=serp-more&campaignid=serp-more&jcid=1d28766f4d0bf6ff","Spiceworks","","Related forums: Spiceworks","http://www.indeed.com/forum/cmp/Spiceworks.html","Spiceworks","","2"
"http://www.indeed.com/rc/clk?jk=93d5e4b82d5b373d&fccid=1c0e6c1fc076d27b","International Environmental Specialist","International Environmental Specialist","JE Compliance","","","","-","","","","","","Austin, TX 78701","(Downtown area)","$37,000 - $45,000 a year","37000; -45000","","","","","The ability to interact with many different types of individuals, including executives, scientists, engineers, and other business professionals....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Je-Compliance-l-Austin,-TX-jobs.html","JE Compliance jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=International+Environmental+Specialist&l1=Austin%2C+TX","International Environmental Specialist salaries in Austin, TX","","Related forums:","http://www.indeed.com/forum/cmp/Je-Compliance.html","JE Compliance","","","","","","2"
"http://www.indeed.com/rc/clk?jk=d843a37de4cc13d0&fccid=76d4cf3f28c81122","Quality Control Development Scientist","Quality Control Development Scientist","Natera","http://www.indeed.com/cmp/Natera?from=SERP&campaignid=serp-linkcompanyname&fromjk=d843a37de4cc13d0&jcid=76d4cf3f28c81122","Natera","","-","http://www.indeed.com/cmp/Natera/reviews?jcid=76d4cf3f28c81122","17 reviews","Natera reviews","17","-","Austin, TX 78731","","","","","","","","Strong data analysis skills including setting specifications and monitoring reagent/kit lot performance....","","30+ days ago - save job - email - more...","30","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/q-Natera-l-Austin,-TX-jobs.html","Natera jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Quality+Control+Development+Scientist&l1=Austin%2C+TX","Quality Control Development Scientist salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Natera?fromjk=d843a37de4cc13d0&from=serp-more&campaignid=serp-more&jcid=76d4cf3f28c81122","Natera","","Related forums: Natera","http://www.indeed.com/forum/cmp/Natera.html","Natera","","2"
"http://www.indeed.com/rc/clk?jk=fe236b6b1f6c19b2&fccid=7a4ce97f311c7c39","Software Developer Co-op","Software Developer Co-op","Alcatel-Lucent","http://www.indeed.com/cmp/Alcatel?from=SERP&campaignid=serp-linkcompanyname&fromjk=fe236b6b1f6c19b2&jcid=52d00cd5699bf5ca","Alcatel-Lucent","","-","http://www.indeed.com/cmp/Alcatel/reviews?jcid=52d00cd5699bf5ca","630 reviews","Alcatel-lucent reviews","630","-","Austin, TX","","","","","","","","World-wide, our software helps service providers deliver a new generation of data services into a single, connected experience for their customers....","","2 days ago - save job - email - more...","2","http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.com; http://www.indeed.com/jobs?q=data+scientist+%2420%2C000%2B&l=Austin%2C+TX&limit=100&radius=25&start=100#","save job; email; more...","Save this job to my.indeed; ; ","View all","http://www.indeed.com/jobs?q=Alcatel-lucent&l=Austin,+TX","Alcatel-Lucent jobs in Austin, TX","","http://www.indeed.com/l-Austin,-TX-jobs.html","Austin jobs","","Salary Search:","http://www.indeed.com/salary?q1=Software+Developer+Op&l1=Austin%2C+TX","Software Developer Op salaries in Austin, TX","","Learn more about working at","http://www.indeed.com/cmp/Alcatel?fromjk=fe236b6b1f6c19b2&from=serp-more&campaignid=serp-more&jcid=52d00cd5699bf5ca","Alcatel-lucent","","Related forums: Alcatel","http://www.indeed.com/forum/cmp/Alcatel.html","Alcatel","","2"
